"","business_name","financial_year_of_offer","total_investment_includes_investment_ni_assistance","jobs_to_be_created_assisted","country_of_ownership","SIC_sector"
"2887","Northern Hydraulics Ltd","2015-16","120,433",1,"Northern Ireland","MANUFAC"
"2888","Remote Student","2014-15","20,000",1,"Northern Ireland","OTHERSERVICE"
"2889","Ispiri Wheels (UK) Ltd","2015-16","177,000",6,"Northern Ireland","MANUFAC"
"2890","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2891","Fieldmotion Ltd","2014-15","62,640",1,"Northern Ireland","INFO&COMMU"
"2892","Novosco Ltd","2015-16","330,746",1,"Northern Ireland","INFO&COMMU"
"2893","Suki Teahouse Limited","2014-15","2,190",1,"Northern Ireland","MANUFAC"
"2894","Greenfields Ireland Limited","2015-16","193,186",2,"Northern Ireland","WHOLESALE&RETAIL"
"2895","Name cannot be released","2014-15","9,000",1,"Northern Ireland","OTHERSERVICE"
"2896","Bailies Coffee Co. Ltd","2016-17","2,338,000",32,"Northern Ireland","MANUFAC"
"2897","Hercules Brewing & Co. Limited","2015-16","72,500",4,"Northern Ireland","MANUFAC"
"2898","O Conaills Chocolate Ltd","2014-15","1,860",1,"Northern Ireland","MANUFAC"
"2899","John Laverty and Son","2014-15","45,600",2,"Northern Ireland","MANUFAC"
"2900","JLM Composites Ltd","2014-15","6,912",1,"Northern Ireland","MANUFAC"
"2901","Kidnative Ltd","2014-15","6,258",1,"Northern Ireland","MANUFAC"
"2902","Bradfor Limited","2015-16","105,990",1,"Northern Ireland","MANUFAC"
"2903","ISO Hydraulics Limited","2014-15","14,559",1,"Northern Ireland","MANUFAC"
"2904","Turkington Livestock Systems Limited","2015-16","119,250",2,"Northern Ireland","MANUFAC"
"2905","Decora Blind Systems Limited","2015-16","195,472",1,"Northern Ireland","MANUFAC"
"2906","Dawson Andrews Ltd","2014-15","20,000",1,"Northern Ireland","INFO&COMMU"
"2907","T For Tools","2015-16","15,283",1,"Northern Ireland","OTHERSERVICE"
"2908","Mac Animal Health Ltd","2015-16","124,870",1,"Northern Ireland","MANUFAC"
"2909","Crossen Engineering Ltd","2015-16","34,418",1,"Northern Ireland","MANUFAC"
"2910","CCP Gransden Ltd","2015-16","190,000",1,"Northern Ireland","MANUFAC"
"2911","Simulity Labs","2015-16","888,000",11,"Great Britain","INFO&COMMU"
"2912","Edge Innovate (NI) Limited","2014-15","2,000",1,"Northern Ireland","MANUFAC"
"2913","Loughtec Limited","2014-15","11,900",1,"Northern Ireland","INFO&COMMU"
"2914","HP Hire","2015-16","8,319",1,"Northern Ireland","MANUFAC"
"2915","Lagan Engineering Ltd","2015-16","726,100",17,"Northern Ireland","MANUFAC"
"2916","APS Aluminium & Plastics Systems","2014-15","11,950",1,"Northern Ireland","CONST"
"2917","The Armagh Rhymers Educational & Cultural Organisation","2014-15","1,950",1,"Northern Ireland","ART&ENTER&RECREATION"
"2918","Maxwell Concrete","2014-15","8,500",1,"Northern Ireland","MANUFAC"
"2919","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2920","Utility Bear","2014-15","2,540",1,"Northern Ireland","WHOLESALE&RETAIL"
"2921","Pedro Pet Foods Ltd","2015-16","60,940",2,"Northern Ireland","MANUFAC"
"2922","Collaborative network of companies","2015-16","585,800",1,"United States Of America","INFO&COMMU"
"2923","Reprographic Systems (NI) Limited","2015-16","21,979",1,"Northern Ireland","MANUFAC"
"2924","The Pram Centre (Derry) Limited","2014-15","6,350",1,"Northern Ireland","WHOLESALE&RETAIL"
"2925","Stothers (M. & E.) Limited","2015-16","132,584",1,"Northern Ireland","CONST"
"2926","Hospitality Ulster","2014-15","17,000",1,"Northern Ireland","WHOLESALE&RETAIL"
"2927","Chilltec Refrigeration Ltd","2015-16","179,500",4,"Northern Ireland","MANUFAC"
"2928","Texpro Ltd","2015-16","8,784",1,"Northern Ireland","MANUFAC"
"2929","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2930","Suki Teahouse Limited","2015-16","137,433",1,"Northern Ireland","MANUFAC"
"2931","Merchant Warehouse","2015-16","7,325,306",93,"United States Of America","ADMIN&SUPPORTSERVICE"
"2932","F M Environmental Limited","2015-16","114,600",3,"Northern Ireland","WATERSUPPLY&SEWERGE"
"2933","Profitec Solutions Ltd","2015-16","93,180",3,"Northern Ireland","CONST"
"2934","CWC (NI) Ltd","2014-15","180,000",4,"Northern Ireland","WATERSUPPLY&SEWERGE"
"2935","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2936","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2937","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2938","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2939","Brantree Boutique","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2940","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2941","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2942","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2943","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2944","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2945","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2946","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2947","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2948","McGahon Surveyors Limited","2014-15","111,595",4,"Northern Ireland","FINANCIAL&INSURANCE"
"2949","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2950","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2951","Trade Moulders","2014-15","3,500",1,"Northern Ireland","MANUFAC"
"2952","Advance Regulatory Consulting Limited","2014-15","105,300",3,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"2953","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2954","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2955","Inflyte Limited","2014-15","5,400",1,"Northern Ireland","INFO&COMMU"
"2956","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2957","ND Tiling","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2958","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"2959","Factory Automated Systems Technologies Limited","2015-16","74,000",4,"Northern Ireland","MANUFAC"
"2960","Name cannot be released","2014-15","10,000",1,"Northern Ireland","OTHERSERVICE"
"2961","Lumen Electronics","2014-15","42,750",2,"Northern Ireland","MANUFAC"
"2962","ProAxSiS Ltd","2014-15","7,150",1,"Northern Ireland","MANUFAC"
"2963","Auto Tecs Racing (ATR)","2015-16","5,800",1,"Northern Ireland","MANUFAC"
"2964","Francis Dinsmore, Limited","2015-16","97,450",2,"Northern Ireland","MANUFAC"
"2965","Scott Vanguard Limited","2014-15","130,000",4,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"2966","Top Frame Engineering","2014-15","4,719",1,"Northern Ireland","MANUFAC"
"2967","Harlequin","2015-16","104,371",1,"Northern Ireland","MANUFAC"
"2968","Out There Services","2015-16","120,000",2,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"2969","Mooney Hotel Group","2014-15","24,000",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"2970","InfoSoft NI","2015-16","50,700",1,"Northern Ireland","INFO&COMMU"
"2971","Ineqe Group Limited","2015-16","248,000",7,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"2972","Cloughbane Farm Foods","2015-16","70,920",3,"Northern Ireland","MANUFAC"
"2973","Kidnative Ltd","2014-15","11,500",1,"Northern Ireland","MANUFAC"
"2974","Silverwood Enterprise Limited","2015-16","165,000",6,"Northern Ireland","MANUFAC"
"2975","Fir Trees Strabane","2015-16","23,805",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"2976","Stellify Media (NI) Ltd","2015-16","4,000",1,"Northern Ireland","INFO&COMMU"
"2977","Bubblebum Holdings Limited","2015-16","32,000",1,"Northern Ireland","MANUFAC"
"2978","Out There Services","2014-15","32,313",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"2979","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2980","Ardboe Coldstore Limited","2015-16","66,740",2,"Northern Ireland","MANUFAC"
"2981","Tricord Limited","2015-16","79,500",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"2982","Mo Team Ltd","2015-16","10,164",1,"Northern Ireland","MANUFAC"
"2983","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2984","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2985","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2986","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2987","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2988","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2989","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2990","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2991","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2992","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2993","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2994","KMS Georgian Fabrications","2014-15","6,000",1,"Northern Ireland","MANUFAC"
"2995","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2996","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2997","Luxurylet.com","2015-16","240,000",7,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"2998","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"2999","New Found Joy Limited","2015-16","216,000",11,"Northern Ireland","MANUFAC"
"3000","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3001","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3002","Plotbox","2015-16","25,000",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"3003","S.M. Components Ltd","2015-16","8,344",1,"Northern Ireland","MANUFAC"
"3004","Devenish Nutrition","2015-16","32,950",1,"Northern Ireland","MANUFAC"
"3005","Dea Gate Automation Limited","2015-16","40,967",1,"Italy","MANUFAC"
"3006","CBI Coffee","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"3007","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3008","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3009","Graham","2015-16","411,150",1,"Northern Ireland","CONST"
"3010","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3011","Yumpod Limited","2015-16","10,000",1,"Northern Ireland","INFO&COMMU"
"3012","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3013","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3014","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"3015","Name cannot be released","2015-16","10,000",1,"Northern Ireland","OTHERSERVICE"
"3016","Tara Lodge","2015-16","13,850",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"3017","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3018","Simple School Website Limited","2014-15","20,000",1,"Northern Ireland","INFO&COMMU"
"3019","New Found Joy Limited","2014-15","20,000",1,"Northern Ireland","MANUFAC"
"3020","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3021","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3022","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3023","Taxizapp Limited","2014-15","20,000",1,"Northern Ireland","INFO&COMMU"
"3024","Nu PrintTechnologies Limited","2015-16","1,268,700",21,"Northern Ireland","MANUFAC"
"3025","A M Light","2015-16","19,525",1,"Northern Ireland","MANUFAC"
"3026","Little Citizens Boutique Ltd.","2015-16","25,000",1,"Northern Ireland","WHOLESALE&RETAIL"
"3027","Horse First Limited","2015-16","130,800",3,"Northern Ireland","MANUFAC"
"3028","RS Standards Limited","2015-16","20,000",1,"Northern Ireland","PUBLICADMIN&DEFENCE"
"3029","Konnect M & E Ltd","2015-16","2,716",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"3030","Flossie's Fudge","2015-16","6,800",1,"Northern Ireland","MANUFAC"
"3031","Henderson Foodservice Limited","2015-16","344,561",1,"Northern Ireland","WHOLESALE&RETAIL"
"3032","Maine Surface Finishing Limited","2015-16","2,000",1,"Northern Ireland","MANUFAC"
"3033","RLC (UK) Limited","2015-16","1,146,907",1,"Great Britain","MANUFAC"
"3034","MDC Tiles & Bathrooms Limited","2015-16","14,069",1,"Northern Ireland","MANUFAC"
"3035","Whitewater Brewing Co. Ltd","2015-16","799,000",3,"Northern Ireland","MANUFAC"
"3036","Legal-Island Limited","2015-16","185,675",2,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"3037","McColgans Quality Foods Limited","2015-16","34,000",1,"Northern Ireland","MANUFAC"
"3038","Panache Jewellery Displays Ltd","2015-16","11,338",1,"Northern Ireland","MANUFAC"
"3039","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3040","Pip Chemicals","2015-16","4,022",1,"Northern Ireland","MINING&QUERRY"
"3041","Glens Of Antrim Potatoes","2015-16","90,160",1,"Northern Ireland","WHOLESALE&RETAIL"
"3042","4 Beauty Group","2015-16","9,850",1,"Northern Ireland","WHOLESALE&RETAIL"
"3043","Plant and Design Engineering","2015-16","64,906",1,"Northern Ireland","MANUFAC"
"3044","Ardmore (Co.Derry) Pre-Cast Concrete Limited","2015-16","3,766",1,"Northern Ireland","MANUFAC"
"3045","J. F. & H. Dowds Limited","2015-16","1,882,000",33,"Northern Ireland","CONST"
"3046","Lumiere Events Limited","2015-16","11,243",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"3047","Luxurylet.com","2015-16","38,600",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"3048","JLM Composites Ltd","2015-16","6,900",1,"Northern Ireland","MANUFAC"
"3049","Technical Metals Limited","2015-16","164,000",6,"Northern Ireland","MANUFAC"
"3050","Silform Technologies Ltd","2014-15","240,000",1,"Northern Ireland","MANUFAC"
"3051","AuditComply","2014-15","250,000",1,"Northern Ireland","INFO&COMMU"
"3052","Datactics Limited","2014-15","29,998",1,"Great Britain","INFO&COMMU"
"3053","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3054","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3055","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3056","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3057","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3058","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3059","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3060","Nicholson & Bass Limited","2015-16","14,400",1,"Northern Ireland","MANUFAC"
"3061","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3062","Nu PrintTechnologies Limited","2015-16","18,533",1,"Northern Ireland","MANUFAC"
"3063","Health Matters (Health & Safety) Limited","2015-16","7,500",1,"Northern Ireland","EDUC"
"3064","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3065","Enterprise Stationery Ltd","2015-16","65,000",1,"Northern Ireland","MANUFAC"
"3066","Decora Blind Systems Limited","2015-16","30,000",1,"Northern Ireland","MANUFAC"
"3067","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3068","McKeever Hotels Ltd","2015-16","171,030",3,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"3069","Fir Trees Strabane","2015-16","37,800",2,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"3070","Blessingbourne Apartments","2015-16","26,100",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"3071","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3072","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3073","Corona Plastics Ltd","2015-16","8,160",1,"Northern Ireland","MANUFAC"
"3074","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3075","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3076","Shieldmaiden Studios","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3077","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3078","Tara Lodge","2015-16","8,158",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"3079","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3080","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3081","Merchant Hotel","2015-16","92,000",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"3082","J.M.F. Ltd.","2015-16","250,000",1,"Northern Ireland","MANUFAC"
"3083","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3084","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3085","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3086","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3087","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3088","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3089","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3090","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3091","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3092","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3093","Top Glass Design","2015-16","304,800",6,"Northern Ireland","MANUFAC"
"3094","Utility Bear","2015-16","18,400",1,"Northern Ireland","WHOLESALE&RETAIL"
"3095","Water Tecnik Ltd","2015-16","153,110",3,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"3096","Synergy Integration (N.I.) Limited","2015-16","80,240",1,"Northern Ireland","INFO&COMMU"
"3097","Sinc Kitchens Limited","2015-16","14,790",1,"Northern Ireland","MANUFAC"
"3098","Fortress","2015-16","400,107",1,"Great Britain","INFO&COMMU"
"3099","Smalltown America Music Limited","2015-16","60,072",2,"Northern Ireland","INFO&COMMU"
"3100","Name cannot be released","2015-16","9,000",1,"Northern Ireland","OTHERSERVICE"
"3101","Name cannot be released","2015-16","50,000",1,"Northern Ireland","OTHERSERVICE"
"3102","Cross Refrigeration (N.I.) Limited","2015-16","180,916",3,"Irish Republic","MANUFAC"
"3103","The Clandeboye Estate Company Limited","2015-16","156,500",3,"Northern Ireland","MANUFAC"
